dataset,candidate,block_index,base_markets,selected_markets,coverage,wins,losses,accuracy,net_pnl_cents,net_roi_on_cost,positive,coverage_pass,positive_and_coverage
current,book_skip_score625_65_ask60_80,9,20,19,0.95,15,4,0.7894736842105263,197.0,0.15118956254796623,True,True,True
current,book_skip_score625_65_ask60_80,10,20,20,1.0,12,8,0.6,-167.0,-0.12216532553035844,False,True,False
current,book_skip_score625_65_ask60_80,11,20,20,1.0,13,7,0.65,-98.0,-0.07010014306151645,False,True,False
current,book_skip_score625_65_ask60_80,12,20,20,1.0,16,4,0.8,230.0,0.1678832116788321,True,True,True
current,book_skip_score625_65_ask60_80,13,20,20,1.0,16,4,0.8,154.0,0.10650069156293222,True,True,True
current,book_skip_score625_65_ask60_80,14,20,20,1.0,11,9,0.55,-293.0,-0.21033740129217515,False,True,False
current,book_skip_score625_65_ask60_80,15,14,14,1.0,10,4,0.7142857142857143,37.0,0.03842159916926272,True,True,True
current,book_skip_score60_65_ask60_80,0,20,20,1.0,10,10,0.5,-435.0,-0.30313588850174217,False,True,False
current,book_skip_score60_65_ask60_80,1,20,19,0.95,14,5,0.7368421052631579,21.0,0.015228426395939087,True,True,True
current,book_skip_score60_65_ask60_80,2,20,19,0.95,15,4,0.7894736842105263,127.0,0.09249817916970138,True,True,True
current,book_skip_score60_65_ask60_80,3,20,20,1.0,17,3,0.85,256.0,0.1772853185595568,True,True,True
current,book_skip_score60_65_ask60_80,4,20,20,1.0,14,6,0.7,-59.0,-0.04043865661411926,False,True,False
current,book_skip_score60_65_ask60_80,5,20,20,1.0,13,7,0.65,-116.0,-0.08192090395480225,False,True,False
current,book_skip_score60_65_ask60_80,6,20,20,1.0,15,5,0.75,14.0,0.009421265141318977,True,True,True
current,book_skip_score60_65_ask60_80,7,20,19,0.95,14,5,0.7368421052631579,26.0,0.018922852983988356,True,True,True
current,book_skip_score60_65_ask60_80,8,20,20,1.0,16,4,0.8,158.0,0.10957004160887657,True,True,True
current,book_skip_score60_65_ask60_80,9,20,19,0.95,17,2,0.8947368421052632,334.0,0.2445095168374817,True,True,True
current,book_skip_score60_65_ask60_80,10,20,20,1.0,14,6,0.7,-43.0,-0.0297990297990298,False,True,False
current,book_skip_score60_65_ask60_80,11,20,20,1.0,14,6,0.7,-59.0,-0.04043865661411926,False,True,False
current,book_skip_score60_65_ask60_80,12,20,20,1.0,16,4,0.8,126.0,0.08548168249660787,True,True,True
current,book_skip_score60_65_ask60_80,13,20,20,1.0,15,5,0.75,33.0,0.022494887525562373,True,True,True
current,book_skip_score60_65_ask60_80,14,20,20,1.0,13,7,0.65,-146.0,-0.10096818810511757,False,True,False
current,book_skip_score60_65_ask60_80,15,14,14,1.0,10,4,0.7142857142857143,-10.0,-0.009900990099009901,False,True,False
current,book_highask_needs_score70,0,20,20,1.0,12,8,0.6,-123.0,-0.09297052154195011,False,True,False
current,book_highask_needs_score70,1,20,20,1.0,14,6,0.7,59.0,0.04399701715137957,True,True,True
current,book_highask_needs_score70,2,20,20,1.0,15,5,0.75,140.0,0.10294117647058823,True,True,True
current,book_highask_needs_score70,3,20,20,1.0,16,4,0.8,274.0,0.2066365007541478,True,True,True
current,book_highask_needs_score70,4,20,20,1.0,12,8,0.6,-117.0,-0.0888382687927107,False,True,False
current,book_highask_needs_score70,5,20,20,1.0,12,8,0.6,-129.0,-0.09706546275395034,False,True,False
current,book_highask_needs_score70,6,20,20,1.0,16,4,0.8,218.0,0.1577424023154848,True,True,True
current,book_highask_needs_score70,7,20,19,0.95,16,3,0.8421052631578947,297.0,0.22793553338449732,True,True,True
current,book_highask_needs_score70,8,20,20,1.0,14,6,0.7,78.0,0.059001512859304085,True,True,True
current,book_highask_needs_score70,9,20,19,0.95,15,4,0.7894736842105263,195.0,0.14942528735632185,True,True,True
current,book_highask_needs_score70,10,20,20,1.0,12,8,0.6,-164.0,-0.12023460410557185,False,True,False
current,book_highask_needs_score70,11,20,20,1.0,13,7,0.65,-73.0,-0.05316824471959213,False,True,False
current,book_highask_needs_score70,12,20,20,1.0,16,4,0.8,258.0,0.19225037257824143,True,True,True
current,book_highask_needs_score70,13,20,20,1.0,17,3,0.85,283.0,0.19971771347918138,True,True,True
current,book_highask_needs_score70,14,20,20,1.0,11,9,0.55,-260.0,-0.19117647058823528,False,True,False
current,book_highask_needs_score70,15,14,14,1.0,10,4,0.7142857142857143,44.0,0.04602510460251046,True,True,True
current,book_highask_needs_score75,0,20,20,1.0,12,8,0.6,-119.0,-0.09021986353297953,False,True,False
current,book_highask_needs_score75,1,20,20,1.0,14,6,0.7,67.0,0.05026256564141035,True,True,True
current,book_highask_needs_score75,2,20,20,1.0,15,5,0.75,137.0,0.10051357300073367,True,True,True
current,book_highask_needs_score75,3,20,20,1.0,16,4,0.8,274.0,0.2066365007541478,True,True,True
current,book_highask_needs_score75,4,20,20,1.0,12,8,0.6,-117.0,-0.0888382687927107,False,True,False
current,book_highask_needs_score75,5,20,20,1.0,12,8,0.6,-133.0,-0.09977494373593399,False,True,False
current,book_highask_needs_score75,6,20,20,1.0,16,4,0.8,221.0,0.1602610587382161,True,True,True
current,book_highask_needs_score75,7,20,19,0.95,16,3,0.8421052631578947,291.0,0.22230710466004583,True,True,True
current,book_highask_needs_score75,8,20,20,1.0,14,6,0.7,70.0,0.05263157894736842,True,True,True
current,book_highask_needs_score75,9,20,19,0.95,15,4,0.7894736842105263,172.0,0.12951807228915663,True,True,True
current,book_highask_needs_score75,10,20,20,1.0,12,8,0.6,-166.0,-0.12152269399707175,False,True,False
current,book_highask_needs_score75,11,20,20,1.0,13,7,0.65,-62.0,-0.04552129221732746,False,True,False
current,book_highask_needs_score75,12,20,20,1.0,16,4,0.8,254.0,0.1887072808320951,True,True,True
current,book_highask_needs_score75,13,20,20,1.0,17,3,0.85,278.0,0.19549929676511954,True,True,True
current,book_highask_needs_score75,14,20,20,1.0,10,10,0.5,-358.0,-0.26362297496318116,False,True,False
current,book_highask_needs_score75,15,14,14,1.0,10,4,0.7142857142857143,41.0,0.04275286757038582,True,True,True
current,book_ask_le70,0,20,19,0.95,11,8,0.5789473684210527,-147.0,-0.11788291900561347,False,True,False
current,book_ask_le70,1,20,20,1.0,14,6,0.7,59.0,0.04399701715137957,True,True,True
current,book_ask_le70,2,20,19,0.95,14,5,0.7368421052631579,135.0,0.1067193675889328,True,True,True
current,book_ask_le70,3,20,20,1.0,16,4,0.8,282.0,0.21396054628224584,True,True,True
current,book_ask_le70,4,20,19,0.95,11,8,0.5789473684210527,-133.0,-0.10786699107866991,False,True,False
current,book_ask_le70,5,20,20,1.0,12,8,0.6,-111.0,-0.08466819221967964,False,True,False
current,book_ask_le70,6,20,18,0.9,15,3,0.8333333333333334,319.0,0.2701100762066046,True,True,True
current,book_ask_le70,7,20,17,0.85,14,3,0.8235294117647058,262.0,0.23022847100175747,True,True,True
current,book_ask_le70,8,20,19,0.95,14,5,0.7368421052631579,154.0,0.12359550561797752,True,True,True
current,book_ask_le70,9,20,18,0.9,14,4,0.7777777777777778,198.0,0.16472545757071547,True,True,True
current,book_ask_le70,10,20,18,0.9,10,8,0.5555555555555556,-207.0,-0.17149958574979288,False,True,False
current,book_ask_le70,11,20,19,0.95,11,8,0.5789473684210527,-170.0,-0.13385826771653545,False,True,False
current,book_ask_le70,12,20,19,0.95,15,4,0.7894736842105263,258.0,0.20772946859903382,True,True,True
current,book_ask_le70,13,20,18,0.9,15,3,0.8333333333333334,281.0,0.23051681706316654,True,True,True
current,book_ask_le70,14,20,17,0.85,7,10,0.4117647058823529,-414.0,-0.37163375224416517,False,True,False
current,book_ask_le70,15,14,13,0.9285714285714286,9,4,0.6923076923076923,41.0,0.047729918509895226,True,True,True
current,book_ask_le65,0,20,18,0.9,12,6,0.6666666666666666,38.0,0.03270223752151463,True,True,True
current,book_ask_le65,1,20,17,0.85,11,6,0.6470588235294118,-8.0,-0.007220216606498195,False,True,False
current,book_ask_le65,2,20,17,0.85,13,4,0.7647058823529411,194.0,0.17540687160940324,True,True,True
current,book_ask_le65,3,20,19,0.95,15,4,0.7894736842105263,274.0,0.2234910277324633,True,True,True
current,book_ask_le65,4,20,17,0.85,9,8,0.5294117647058824,-191.0,-0.17506874427131072,False,True,False
current,book_ask_le65,5,20,18,0.9,10,8,0.5555555555555556,-157.0,-0.13569576490924806,False,True,False
current,book_ask_le65,6,20,17,0.85,14,3,0.8235294117647058,304.0,0.2773722627737226,True,True,True
current,book_ask_le65,7,20,13,0.65,11,2,0.8461538461538461,252.0,0.2971698113207547,True,False,False
current,book_ask_le65,8,20,16,0.8,12,4,0.75,176.0,0.171875,True,True,True
current,book_ask_le65,9,20,15,0.75,11,4,0.7333333333333333,121.0,0.12359550561797752,True,False,False
current,book_ask_le65,10,20,15,0.75,9,6,0.6,-68.0,-0.07024793388429752,False,False,False
current,book_ask_le65,11,20,18,0.9,10,8,0.5555555555555556,-170.0,-0.1452991452991453,False,True,False
current,book_ask_le65,12,20,18,0.9,14,4,0.7777777777777778,239.0,0.2058570198105082,True,True,True
current,book_ask_le65,13,20,15,0.75,12,3,0.8,223.0,0.22824974411463664,True,False,False
current,book_ask_le65,14,20,16,0.8,7,9,0.4375,-335.0,-0.32367149758454106,False,True,False
current,book_ask_le65,15,14,13,0.9285714285714286,9,4,0.6923076923076923,60.0,0.07142857142857142,True,True,True
current,score_skip_score_lt65_ask_ge70,0,20,20,1.0,12,8,0.6,-197.0,-0.14101646385110952,False,True,False
current,score_skip_score_lt65_ask_ge70,1,20,20,1.0,16,4,0.8,220.0,0.15942028985507245,True,True,True
current,score_skip_score_lt65_ask_ge70,2,20,19,0.95,15,4,0.7894736842105263,167.0,0.12528132033008252,True,True,True
current,score_skip_score_lt65_ask_ge70,3,20,20,1.0,17,3,0.85,282.0,0.19887165021156558,True,True,True
current,score_skip_score_lt65_ask_ge70,4,20,20,1.0,13,7,0.65,-82.0,-0.059334298118668596,False,True,False
current,score_skip_score_lt65_ask_ge70,5,20,20,1.0,15,5,0.75,94.0,0.06685633001422475,True,True,True
current,score_skip_score_lt65_ask_ge70,6,20,20,1.0,15,5,0.75,23.0,0.015572105619498984,True,True,True
current,score_skip_score_lt65_ask_ge70,7,20,19,0.95,14,5,0.7368421052631579,18.0,0.013024602026049204,True,True,True
current,score_skip_score_lt65_ask_ge70,8,20,20,1.0,18,2,0.9,345.0,0.23711340206185566,True,True,True
current,score_skip_score_lt65_ask_ge70,9,20,19,0.95,18,1,0.9473684210526315,448.0,0.33136094674556216,True,True,True
current,score_skip_score_lt65_ask_ge70,10,20,20,1.0,14,6,0.7,-32.0,-0.0223463687150838,False,True,False
current,score_skip_score_lt65_ask_ge70,11,20,20,1.0,12,8,0.6,-250.0,-0.1724137931034483,False,True,False
current,score_skip_score_lt65_ask_ge70,12,20,20,1.0,17,3,0.85,265.0,0.18466898954703834,True,True,True
current,score_skip_score_lt65_ask_ge70,13,20,20,1.0,16,4,0.8,89.0,0.05890138980807412,True,True,True
current,score_skip_score_lt65_ask_ge70,14,20,20,1.0,12,8,0.6,-209.0,-0.1483321504613201,False,True,False
current,score_skip_score_lt65_ask_ge70,15,14,14,1.0,11,3,0.7857142857142857,62.0,0.05973025048169557,True,True,True
current,score_skip_score_lt70_ask_ge70,0,20,20,1.0,13,7,0.65,-103.0,-0.07341411261582323,False,True,False
current,score_skip_score_lt70_ask_ge70,1,20,20,1.0,16,4,0.8,226.0,0.16448326055312956,True,True,True
current,score_skip_score_lt70_ask_ge70,2,20,19,0.95,15,4,0.7894736842105263,154.0,0.11441307578008915,True,True,True
current,score_skip_score_lt70_ask_ge70,3,20,20,1.0,17,3,0.85,293.0,0.2082444918265814,True,True,True
current,score_skip_score_lt70_ask_ge70,4,20,20,1.0,13,7,0.65,-76.0,-0.055232558139534885,False,True,False
current,score_skip_score_lt70_ask_ge70,5,20,20,1.0,15,5,0.75,95.0,0.06761565836298933,True,True,True
current,score_skip_score_lt70_ask_ge70,6,20,20,1.0,15,5,0.75,23.0,0.015572105619498984,True,True,True
current,score_skip_score_lt70_ask_ge70,7,20,19,0.95,14,5,0.7368421052631579,5.0,0.0035842293906810036,True,True,True
current,score_skip_score_lt70_ask_ge70,8,20,20,1.0,18,2,0.9,355.0,0.24567474048442905,True,True,True
current,score_skip_score_lt70_ask_ge70,9,20,19,0.95,18,1,0.9473684210526315,456.0,0.3392857142857143,True,True,True
current,score_skip_score_lt70_ask_ge70,10,20,20,1.0,14,6,0.7,-52.0,-0.03581267217630854,False,True,False
current,score_skip_score_lt70_ask_ge70,11,20,20,1.0,12,8,0.6,-244.0,-0.16897506925207756,False,True,False
current,score_skip_score_lt70_ask_ge70,12,20,20,1.0,16,4,0.8,173.0,0.1212333566923616,True,True,True
current,score_skip_score_lt70_ask_ge70,13,20,20,1.0,16,4,0.8,98.0,0.06524633821571238,True,True,True
current,score_skip_score_lt70_ask_ge70,14,20,20,1.0,12,8,0.6,-195.0,-0.13978494623655913,False,True,False
current,score_skip_score_lt70_ask_ge70,15,14,14,1.0,11,3,0.7857142857142857,86.0,0.08481262327416174,True,True,True
current,score_skip_score625_65_ask60_80,0,20,20,1.0,13,7,0.65,-131.0,-0.09154437456324249,False,True,False
current,score_skip_score625_65_ask60_80,1,20,20,1.0,16,4,0.8,167.0,0.11653872993719469,True,True,True
current,score_skip_score625_65_ask60_80,2,20,19,0.95,15,4,0.7894736842105263,124.0,0.09011627906976744,True,True,True
current,score_skip_score625_65_ask60_80,3,20,20,1.0,17,3,0.85,263.0,0.18302018093249825,True,True,True
current,score_skip_score625_65_ask60_80,4,20,20,1.0,13,7,0.65,-88.0,-0.06340057636887608,False,True,False
current,score_skip_score625_65_ask60_80,5,20,20,1.0,15,5,0.75,63.0,0.04384133611691023,True,True,True
current,score_skip_score625_65_ask60_80,6,20,20,1.0,15,5,0.75,8.0,0.005361930294906166,True,True,True
current,score_skip_score625_65_ask60_80,7,20,19,0.95,14,5,0.7368421052631579,-15.0,-0.01060070671378092,False,True,False
current,score_skip_score625_65_ask60_80,8,20,20,1.0,18,2,0.9,332.0,0.22615803814713897,True,True,True
current,score_skip_score625_65_ask60_80,9,20,19,0.95,17,2,0.8947368421052632,336.0,0.24633431085043989,True,True,True
current,score_skip_score625_65_ask60_80,10,20,20,1.0,14,6,0.7,-21.0,-0.014778325123152709,False,True,False
current,score_skip_score625_65_ask60_80,11,20,20,1.0,12,8,0.6,-263.0,-0.1797676008202324,False,True,False
current,score_skip_score625_65_ask60_80,12,20,20,1.0,17,3,0.85,244.0,0.16758241758241757,True,True,True
current,score_skip_score625_65_ask60_80,13,20,20,1.0,17,3,0.85,182.0,0.11989459815546773,True,True,True
current,score_skip_score625_65_ask60_80,14,20,20,1.0,12,8,0.6,-250.0,-0.1724137931034483,False,True,False
current,score_skip_score625_65_ask60_80,15,14,14,1.0,12,2,0.8571428571428571,151.0,0.14394661582459486,True,True,True
current,score_skip_score60_65_ask60_80,0,20,19,0.95,12,7,0.631578947368421,-227.0,-0.1590749824807288,False,True,False
current,score_skip_score60_65_ask60_80,1,20,19,0.95,16,3,0.8421052631578947,131.0,0.08917631041524847,True,True,True
current,score_skip_score60_65_ask60_80,2,20,19,0.95,15,4,0.7894736842105263,30.0,0.02040816326530612,True,True,True
current,score_skip_score60_65_ask60_80,3,20,20,1.0,19,1,0.95,385.0,0.25412541254125415,True,True,True
current,score_skip_score60_65_ask60_80,4,20,20,1.0,15,5,0.75,-47.0,-0.030381383322559793,False,True,False
current,score_skip_score60_65_ask60_80,5,20,20,1.0,17,3,0.85,156.0,0.10103626943005181,True,True,True
current,score_skip_score60_65_ask60_80,6,20,20,1.0,16,4,0.8,42.0,0.026957637997432605,True,True,True
current,score_skip_score60_65_ask60_80,7,20,19,0.95,13,6,0.6842105263157895,-173.0,-0.11744738628649015,False,True,False
current,score_skip_score60_65_ask60_80,8,20,20,1.0,18,2,0.9,272.0,0.17801047120418848,True,True,True
current,score_skip_score60_65_ask60_80,9,20,19,0.95,18,1,0.9473684210526315,366.0,0.25523012552301255,True,True,True
current,score_skip_score60_65_ask60_80,10,20,20,1.0,15,5,0.75,7.0,0.004688546550569324,True,True,True
current,score_skip_score60_65_ask60_80,11,20,20,1.0,13,7,0.65,-252.0,-0.16237113402061856,False,True,False
current,score_skip_score60_65_ask60_80,12,20,19,0.95,16,3,0.8421052631578947,95.0,0.06312292358803986,True,True,True
current,score_skip_score60_65_ask60_80,13,20,20,1.0,16,4,0.8,33.0,0.021059349074664963,True,True,True
current,score_skip_score60_65_ask60_80,14,20,20,1.0,14,6,0.7,-115.0,-0.07590759075907591,False,True,False
current,score_skip_score60_65_ask60_80,15,14,14,1.0,12,2,0.8571428571428571,110.0,0.10091743119266056,True,True,True
current,score_highask_needs_score70,0,20,20,1.0,13,7,0.65,-103.0,-0.07341411261582323,False,True,False
current,score_highask_needs_score70,1,20,20,1.0,16,4,0.8,226.0,0.16448326055312956,True,True,True
current,score_highask_needs_score70,2,20,19,0.95,15,4,0.7894736842105263,154.0,0.11441307578008915,True,True,True
current,score_highask_needs_score70,3,20,20,1.0,17,3,0.85,293.0,0.2082444918265814,True,True,True
current,score_highask_needs_score70,4,20,20,1.0,13,7,0.65,-76.0,-0.055232558139534885,False,True,False
current,score_highask_needs_score70,5,20,20,1.0,15,5,0.75,95.0,0.06761565836298933,True,True,True
current,score_highask_needs_score70,6,20,20,1.0,15,5,0.75,23.0,0.015572105619498984,True,True,True
current,score_highask_needs_score70,7,20,19,0.95,14,5,0.7368421052631579,5.0,0.0035842293906810036,True,True,True
current,score_highask_needs_score70,8,20,20,1.0,18,2,0.9,355.0,0.24567474048442905,True,True,True
current,score_highask_needs_score70,9,20,19,0.95,18,1,0.9473684210526315,456.0,0.3392857142857143,True,True,True
current,score_highask_needs_score70,10,20,20,1.0,14,6,0.7,-52.0,-0.03581267217630854,False,True,False
current,score_highask_needs_score70,11,20,20,1.0,12,8,0.6,-244.0,-0.16897506925207756,False,True,False
current,score_highask_needs_score70,12,20,20,1.0,16,4,0.8,173.0,0.1212333566923616,True,True,True
current,score_highask_needs_score70,13,20,20,1.0,16,4,0.8,98.0,0.06524633821571238,True,True,True
current,score_highask_needs_score70,14,20,20,1.0,12,8,0.6,-195.0,-0.13978494623655913,False,True,False
current,score_highask_needs_score70,15,14,14,1.0,11,3,0.7857142857142857,86.0,0.08481262327416174,True,True,True
current,score_highask_needs_score75,0,20,20,1.0,14,6,0.7,6.0,0.00430416068866571,True,True,True
current,score_highask_needs_score75,1,20,20,1.0,16,4,0.8,207.0,0.14860014357501794,True,True,True
current,score_highask_needs_score75,2,20,19,0.95,15,4,0.7894736842105263,154.0,0.11441307578008915,True,True,True
current,score_highask_needs_score75,3,20,20,1.0,17,3,0.85,282.0,0.19887165021156558,True,True,True
current,score_highask_needs_score75,4,20,20,1.0,13,7,0.65,-76.0,-0.055232558139534885,False,True,False
current,score_highask_needs_score75,5,20,20,1.0,15,5,0.75,75.0,0.05263157894736842,True,True,True
current,score_highask_needs_score75,6,20,20,1.0,15,5,0.75,62.0,0.043115438108484005,True,True,True
current,score_highask_needs_score75,7,20,19,0.95,14,5,0.7368421052631579,3.0,0.0021474588403722263,True,True,True
current,score_highask_needs_score75,8,20,20,1.0,18,2,0.9,358.0,0.24826629680998613,True,True,True
current,score_highask_needs_score75,9,20,19,0.95,18,1,0.9473684210526315,441.0,0.32450331125827814,True,True,True
current,score_highask_needs_score75,10,20,20,1.0,14,6,0.7,-71.0,-0.04826648538409246,False,True,False
