dataset,candidate,block_index,base_markets,selected_markets,coverage,wins,losses,accuracy,net_pnl_cents,net_roi_on_cost,positive_net,coverage_pass
current,same_reprice_t0.35_ask55_age180,6,20,20,1.0,16,4,0.8,342.0,0.2718600953895072,True,True
current,same_reprice_t0.35_ask55_age180,7,20,19,0.95,16,3,0.8421052631578947,384.0,0.3157894736842105,True,True
current,same_reprice_t0.35_ask55_age180,8,20,20,1.0,14,6,0.7,145.0,0.11553784860557768,True,True
current,same_reprice_t0.35_ask55_age180,9,20,19,0.95,15,4,0.7894736842105263,309.0,0.2594458438287154,True,True
current,same_reprice_t0.35_ask55_age180,10,20,20,1.0,12,8,0.6,-29.0,-0.023596419853539462,False,True
current,same_reprice_t0.35_ask55_age180,11,20,20,1.0,13,7,0.65,-35.0,-0.026217228464419477,False,True
current,same_reprice_t0.35_ask55_age180,12,20,20,1.0,16,4,0.8,388.0,0.3201320132013201,True,True
current,same_reprice_t0.35_ask55_age180,13,20,20,1.0,17,3,0.85,334.0,0.2445095168374817,True,True
current,same_reprice_t0.35_ask55_age180,14,20,20,1.0,11,9,0.55,-145.0,-0.11646586345381527,False,True
current,same_reprice_t0.35_ask55_age180,15,20,20,1.0,15,5,0.75,290.0,0.2396694214876033,True,True
current,same_reprice_t0.35_ask55_age180,16,5,5,1.0,3,2,0.6,-1.0,-0.0033222591362126247,False,True
v21,same_reprice_t0.35_ask55_age180,0,20,19,0.95,16,3,0.8421052631578947,341.0,0.2708498808578237,True,True
v21,same_reprice_t0.35_ask55_age180,1,20,20,1.0,11,9,0.55,-200.0,-0.15384615384615385,False,True
v21,same_reprice_t0.35_ask55_age180,2,20,20,1.0,13,7,0.65,-10.0,-0.007633587786259542,False,True
v21,same_reprice_t0.35_ask55_age180,3,20,20,1.0,13,7,0.65,14.0,0.01088646967340591,True,True
v21,same_reprice_t0.35_ask55_age180,4,20,20,1.0,14,6,0.7,159.0,0.12812248186946013,True,True
v21,same_reprice_t0.35_ask55_age180,5,20,20,1.0,14,6,0.7,104.0,0.08024691358024691,True,True
v21,same_reprice_t0.35_ask55_age180,6,20,20,1.0,17,3,0.85,468.0,0.37987012987012986,True,True
v21,same_reprice_t0.35_ask55_age180,7,20,20,1.0,16,4,0.8,338.0,0.26782884310618066,True,True
v21,same_reprice_t0.35_ask55_age180,8,20,20,1.0,10,10,0.5,-303.0,-0.23254029163468917,False,True
v21,same_reprice_t0.35_ask55_age180,9,20,20,1.0,17,3,0.85,372.0,0.28012048192771083,True,True
v21,same_reprice_t0.35_ask55_age180,10,20,19,0.95,14,5,0.7368421052631579,203.0,0.1695906432748538,True,True
v21,same_reprice_t0.35_ask55_age180,11,1,1,1.0,1,0,1.0,45.0,0.8181818181818182,True,True
current,conflict_veto_t0.35_ask55_age180_book0.7,0,20,17,0.85,10,7,0.5882352941176471,-128.0,-0.11347517730496454,False,True
current,conflict_veto_t0.35_ask55_age180_book0.7,1,20,14,0.7,10,4,0.7142857142857143,58.0,0.06157112526539278,True,False
current,conflict_veto_t0.35_ask55_age180_book0.7,2,20,19,0.95,14,5,0.7368421052631579,104.0,0.08024691358024691,True,True
current,conflict_veto_t0.35_ask55_age180_book0.7,3,20,15,0.75,12,3,0.8,208.0,0.20967741935483872,True,False
current,conflict_veto_t0.35_ask55_age180_book0.7,4,20,14,0.7,7,7,0.5,-218.0,-0.2374727668845316,False,False
current,conflict_veto_t0.35_ask55_age180_book0.7,5,20,17,0.85,10,7,0.5882352941176471,-139.0,-0.12203687445127305,False,True
current,conflict_veto_t0.35_ask55_age180_book0.7,6,20,17,0.85,14,3,0.8235294117647058,211.0,0.1774600504625736,True,True
current,conflict_veto_t0.35_ask55_age180_book0.7,7,20,14,0.7,12,2,0.8571428571428571,229.0,0.23583934088568487,True,False
current,conflict_veto_t0.35_ask55_age180_book0.7,8,20,18,0.9,13,5,0.7222222222222222,102.0,0.08514190317195326,True,True
current,conflict_veto_t0.35_ask55_age180_book0.7,9,20,16,0.8,12,4,0.75,102.0,0.09289617486338798,True,True
current,conflict_veto_t0.35_ask55_age180_book0.7,10,20,18,0.9,12,6,0.6666666666666666,-33.0,-0.0267639902676399,False,True
current,conflict_veto_t0.35_ask55_age180_book0.7,11,20,14,0.7,10,4,0.7142857142857143,24.0,0.02459016393442623,True,False
current,conflict_veto_t0.35_ask55_age180_book0.7,12,20,18,0.9,14,4,0.7777777777777778,185.0,0.1522633744855967,True,True
current,conflict_veto_t0.35_ask55_age180_book0.7,13,20,18,0.9,15,3,0.8333333333333334,223.0,0.17462803445575567,True,True
current,conflict_veto_t0.35_ask55_age180_book0.7,14,20,18,0.9,9,9,0.5,-331.0,-0.2688870836718115,False,True
current,conflict_veto_t0.35_ask55_age180_book0.7,15,20,17,0.85,13,4,0.7647058823529411,122.0,0.1035653650254669,True,True
current,conflict_veto_t0.35_ask55_age180_book0.7,16,5,5,1.0,3,2,0.6,-41.0,-0.12023460410557185,False,True
v21,conflict_veto_t0.35_ask55_age180_book0.7,0,20,14,0.7,13,1,0.9285714285714286,261.0,0.25120307988450435,True,False
v21,conflict_veto_t0.35_ask55_age180_book0.7,1,20,15,0.75,9,6,0.6,-151.0,-0.14367269267364416,False,False
v21,conflict_veto_t0.35_ask55_age180_book0.7,2,20,16,0.8,10,6,0.625,-135.0,-0.11894273127753303,False,True
v21,conflict_veto_t0.35_ask55_age180_book0.7,3,20,17,0.85,12,5,0.7058823529411765,13.0,0.010951979780960405,True,True
v21,conflict_veto_t0.35_ask55_age180_book0.7,4,20,18,0.9,12,6,0.6666666666666666,-34.0,-0.027552674230145867,False,True
v21,conflict_veto_t0.35_ask55_age180_book0.7,5,20,15,0.75,11,4,0.7333333333333333,88.0,0.08695652173913043,True,False
v21,conflict_veto_t0.35_ask55_age180_book0.7,6,20,16,0.8,14,2,0.875,311.0,0.28558310376492196,True,True
v21,conflict_veto_t0.35_ask55_age180_book0.7,7,20,15,0.75,11,4,0.7333333333333333,63.0,0.06075216972034716,True,False
v21,conflict_veto_t0.35_ask55_age180_book0.7,8,20,13,0.65,7,6,0.5384615384615384,-164.0,-0.18981481481481483,False,False
v21,conflict_veto_t0.35_ask55_age180_book0.7,9,20,18,0.9,15,3,0.8333333333333334,226.0,0.17739403453689168,True,True
v21,conflict_veto_t0.35_ask55_age180_book0.7,10,20,16,0.8,11,5,0.6875,-72.0,-0.06143344709897611,False,True
v21,conflict_veto_t0.35_ask55_age180_book0.7,11,1,1,1.0,1,0,1.0,37.0,0.5873015873015873,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,0,20,17,0.85,10,7,0.5882352941176471,-18.0,-0.01768172888015717,False,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,1,20,14,0.7,10,4,0.7142857142857143,129.0,0.14810562571756603,True,False
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,2,20,19,0.95,14,5,0.7368421052631579,187.0,0.15416323165704865,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,3,20,15,0.75,12,3,0.8,281.0,0.3057671381936888,True,False
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,4,20,14,0.7,7,7,0.5,-118.0,-0.14425427872860636,False,False
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,5,20,17,0.85,10,7,0.5882352941176471,-57.0,-0.05392620624408704,False,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,6,20,17,0.85,14,3,0.8235294117647058,333.0,0.31208997188378634,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,7,20,14,0.7,12,2,0.8571428571428571,316.0,0.3574660633484163,True,False
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,8,20,18,0.9,13,5,0.7222222222222222,172.0,0.1524822695035461,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,9,20,16,0.8,12,4,0.75,211.0,0.21334681496461072,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,10,20,18,0.9,12,6,0.6666666666666666,102.0,0.09289617486338798,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,11,20,14,0.7,10,4,0.7142857142857143,62.0,0.06609808102345416,True,False
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,12,20,18,0.9,14,4,0.7777777777777778,315.0,0.2903225806451613,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,13,20,18,0.9,15,3,0.8333333333333334,272.0,0.22149837133550487,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,14,20,18,0.9,9,9,0.5,-216.0,-0.1935483870967742,False,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,15,20,17,0.85,13,4,0.7647058823529411,283.0,0.2782694198623402,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,16,5,5,1.0,3,2,0.6,-1.0,-0.0033222591362126247,False,True
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,0,20,14,0.7,13,1,0.9285714285714286,379.0,0.41150922909880566,True,False
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,1,20,15,0.75,9,6,0.6,-68.0,-0.07024793388429752,False,False
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,2,20,16,0.8,10,6,0.625,-41.0,-0.0393852065321806,False,True
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,3,20,17,0.85,12,5,0.7058823529411765,111.0,0.10192837465564739,True,True
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,4,20,18,0.9,12,6,0.6666666666666666,93.0,0.08401084010840108,True,True
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,5,20,15,0.75,11,4,0.7333333333333333,152.0,0.16033755274261605,True,False
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,6,20,16,0.8,14,2,0.875,436.0,0.45228215767634855,True,True
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,7,20,15,0.75,11,4,0.7333333333333333,171.0,0.18406889128094725,True,False
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,8,20,13,0.65,7,6,0.5384615384615384,-135.0,-0.16167664670658682,False,False
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,9,20,18,0.9,15,3,0.8333333333333334,306.0,0.2562814070351759,True,True
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,10,20,16,0.8,11,5,0.6875,100.0,0.1,True,True
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.7,11,1,1,1.0,1,0,1.0,45.0,0.8181818181818182,True,True
current,conflict_veto_t0.35_ask55_age180_book0.8,0,20,16,0.8,10,6,0.625,-55.0,-0.052132701421800945,False,True
current,conflict_veto_t0.35_ask55_age180_book0.8,1,20,14,0.7,10,4,0.7142857142857143,58.0,0.06157112526539278,True,False
current,conflict_veto_t0.35_ask55_age180_book0.8,2,20,17,0.85,12,5,0.7058823529411765,52.0,0.04529616724738676,True,True
current,conflict_veto_t0.35_ask55_age180_book0.8,3,20,15,0.75,12,3,0.8,208.0,0.20967741935483872,True,False
current,conflict_veto_t0.35_ask55_age180_book0.8,4,20,14,0.7,7,7,0.5,-218.0,-0.2374727668845316,False,False
current,conflict_veto_t0.35_ask55_age180_book0.8,5,20,15,0.75,8,7,0.5333333333333333,-189.0,-0.1911021233569262,False,False
current,conflict_veto_t0.35_ask55_age180_book0.8,6,20,16,0.8,13,3,0.8125,191.0,0.17222723174030657,True,True
current,conflict_veto_t0.35_ask55_age180_book0.8,7,20,13,0.65,11,2,0.8461538461538461,203.0,0.22630992196209587,True,False
current,conflict_veto_t0.35_ask55_age180_book0.8,8,20,18,0.9,13,5,0.7222222222222222,102.0,0.08514190317195326,True,True
current,conflict_veto_t0.35_ask55_age180_book0.8,9,20,16,0.8,12,4,0.75,102.0,0.09289617486338798,True,True
current,conflict_veto_t0.35_ask55_age180_book0.8,10,20,18,0.9,12,6,0.6666666666666666,-33.0,-0.0267639902676399,False,True
current,conflict_veto_t0.35_ask55_age180_book0.8,11,20,11,0.55,7,4,0.6363636363636364,-39.0,-0.05277401894451962,False,False
current,conflict_veto_t0.35_ask55_age180_book0.8,12,20,18,0.9,14,4,0.7777777777777778,185.0,0.1522633744855967,True,True
current,conflict_veto_t0.35_ask55_age180_book0.8,13,20,18,0.9,15,3,0.8333333333333334,223.0,0.17462803445575567,True,True
current,conflict_veto_t0.35_ask55_age180_book0.8,14,20,18,0.9,9,9,0.5,-331.0,-0.2688870836718115,False,True
current,conflict_veto_t0.35_ask55_age180_book0.8,15,20,17,0.85,13,4,0.7647058823529411,122.0,0.1035653650254669,True,True
current,conflict_veto_t0.35_ask55_age180_book0.8,16,5,5,1.0,3,2,0.6,-41.0,-0.12023460410557185,False,True
v21,conflict_veto_t0.35_ask55_age180_book0.8,0,20,14,0.7,13,1,0.9285714285714286,261.0,0.25120307988450435,True,False
v21,conflict_veto_t0.35_ask55_age180_book0.8,1,20,14,0.7,9,5,0.6428571428571429,-74.0,-0.07597535934291581,False,False
v21,conflict_veto_t0.35_ask55_age180_book0.8,2,20,15,0.75,10,5,0.6666666666666666,-59.0,-0.05571293673276676,False,False
v21,conflict_veto_t0.35_ask55_age180_book0.8,3,20,16,0.8,12,4,0.75,91.0,0.08205590622182146,True,True
v21,conflict_veto_t0.35_ask55_age180_book0.8,4,20,18,0.9,12,6,0.6666666666666666,-34.0,-0.027552674230145867,False,True
v21,conflict_veto_t0.35_ask55_age180_book0.8,5,20,14,0.7,10,4,0.7142857142857143,61.0,0.06496272630457935,True,False
v21,conflict_veto_t0.35_ask55_age180_book0.8,6,20,16,0.8,14,2,0.875,311.0,0.28558310376492196,True,True
v21,conflict_veto_t0.35_ask55_age180_book0.8,7,20,15,0.75,11,4,0.7333333333333333,63.0,0.06075216972034716,True,False
v21,conflict_veto_t0.35_ask55_age180_book0.8,8,20,12,0.6,6,6,0.5,-188.0,-0.23857868020304568,False,False
v21,conflict_veto_t0.35_ask55_age180_book0.8,9,20,16,0.8,14,2,0.875,286.0,0.25673249551166966,True,True
v21,conflict_veto_t0.35_ask55_age180_book0.8,10,20,16,0.8,11,5,0.6875,-72.0,-0.06143344709897611,False,True
v21,conflict_veto_t0.35_ask55_age180_book0.8,11,1,1,1.0,1,0,1.0,37.0,0.5873015873015873,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,0,20,16,0.8,10,6,0.625,55.0,0.0582010582010582,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,1,20,14,0.7,10,4,0.7142857142857143,129.0,0.14810562571756603,True,False
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,2,20,17,0.85,12,5,0.7058823529411765,135.0,0.1267605633802817,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,3,20,15,0.75,12,3,0.8,281.0,0.3057671381936888,True,False
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,4,20,14,0.7,7,7,0.5,-118.0,-0.14425427872860636,False,False
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,5,20,15,0.75,8,7,0.5333333333333333,-107.0,-0.11797133406835722,False,False
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,6,20,16,0.8,13,3,0.8125,313.0,0.3171225937183384,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,7,20,13,0.65,11,2,0.8461538461538461,290.0,0.35802469135802467,True,False
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,8,20,18,0.9,13,5,0.7222222222222222,172.0,0.1524822695035461,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,9,20,16,0.8,12,4,0.75,211.0,0.21334681496461072,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,10,20,18,0.9,12,6,0.6666666666666666,102.0,0.09289617486338798,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,11,20,11,0.55,7,4,0.6363636363636364,-1.0,-0.0014265335235378032,False,False
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,12,20,18,0.9,14,4,0.7777777777777778,315.0,0.2903225806451613,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,13,20,18,0.9,15,3,0.8333333333333334,272.0,0.22149837133550487,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,14,20,18,0.9,9,9,0.5,-216.0,-0.1935483870967742,False,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,15,20,17,0.85,13,4,0.7647058823529411,283.0,0.2782694198623402,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,16,5,5,1.0,3,2,0.6,-1.0,-0.0033222591362126247,False,True
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,0,20,14,0.7,13,1,0.9285714285714286,379.0,0.41150922909880566,True,False
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,1,20,14,0.7,9,5,0.6428571428571429,9.0,0.010101010101010102,True,False
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,2,20,15,0.75,10,5,0.6666666666666666,35.0,0.03626943005181347,True,False
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,3,20,16,0.8,12,4,0.75,189.0,0.18694362017804153,True,True
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,4,20,18,0.9,12,6,0.6666666666666666,93.0,0.08401084010840108,True,True
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,5,20,14,0.7,10,4,0.7142857142857143,125.0,0.14285714285714285,True,False
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,6,20,16,0.8,14,2,0.875,436.0,0.45228215767634855,True,True
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,7,20,15,0.75,11,4,0.7333333333333333,171.0,0.18406889128094725,True,False
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,8,20,12,0.6,6,6,0.5,-159.0,-0.20948616600790515,False,False
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,9,20,16,0.8,14,2,0.875,366.0,0.3539651837524178,True,True
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,10,20,16,0.8,11,5,0.6875,100.0,0.1,True,True
v21,same_reprice_conflict_veto_t0.35_ask55_age180_book0.8,11,1,1,1.0,1,0,1.0,45.0,0.8181818181818182,True,True
current,conflict_veto_t0.35_ask55_age180_book0.9,0,20,16,0.8,10,6,0.625,-55.0,-0.052132701421800945,False,True
current,conflict_veto_t0.35_ask55_age180_book0.9,1,20,14,0.7,10,4,0.7142857142857143,58.0,0.06157112526539278,True,False
current,conflict_veto_t0.35_ask55_age180_book0.9,2,20,17,0.85,12,5,0.7058823529411765,52.0,0.04529616724738676,True,True
current,conflict_veto_t0.35_ask55_age180_book0.9,3,20,15,0.75,12,3,0.8,208.0,0.20967741935483872,True,False
current,conflict_veto_t0.35_ask55_age180_book0.9,4,20,14,0.7,7,7,0.5,-218.0,-0.2374727668845316,False,False
current,conflict_veto_t0.35_ask55_age180_book0.9,5,20,15,0.75,8,7,0.5333333333333333,-189.0,-0.1911021233569262,False,False
current,conflict_veto_t0.35_ask55_age180_book0.9,6,20,16,0.8,13,3,0.8125,191.0,0.17222723174030657,True,True
current,conflict_veto_t0.35_ask55_age180_book0.9,7,20,12,0.6,10,2,0.8333333333333334,186.0,0.2285012285012285,True,False
current,conflict_veto_t0.35_ask55_age180_book0.9,8,20,18,0.9,13,5,0.7222222222222222,102.0,0.08514190317195326,True,True
current,conflict_veto_t0.35_ask55_age180_book0.9,9,20,16,0.8,12,4,0.75,102.0,0.09289617486338798,True,True
current,conflict_veto_t0.35_ask55_age180_book0.9,10,20,18,0.9,12,6,0.6666666666666666,-33.0,-0.0267639902676399,False,True
current,conflict_veto_t0.35_ask55_age180_book0.9,11,20,11,0.55,7,4,0.6363636363636364,-39.0,-0.05277401894451962,False,False
current,conflict_veto_t0.35_ask55_age180_book0.9,12,20,17,0.85,13,4,0.7647058823529411,168.0,0.14840989399293286,True,True
current,conflict_veto_t0.35_ask55_age180_book0.9,13,20,18,0.9,15,3,0.8333333333333334,223.0,0.17462803445575567,True,True
current,conflict_veto_t0.35_ask55_age180_book0.9,14,20,18,0.9,9,9,0.5,-331.0,-0.2688870836718115,False,True
current,conflict_veto_t0.35_ask55_age180_book0.9,15,20,17,0.85,13,4,0.7647058823529411,122.0,0.1035653650254669,True,True
current,conflict_veto_t0.35_ask55_age180_book0.9,16,5,5,1.0,3,2,0.6,-41.0,-0.12023460410557185,False,True
v21,conflict_veto_t0.35_ask55_age180_book0.9,0,20,14,0.7,13,1,0.9285714285714286,261.0,0.25120307988450435,True,False
v21,conflict_veto_t0.35_ask55_age180_book0.9,1,20,14,0.7,9,5,0.6428571428571429,-74.0,-0.07597535934291581,False,False
v21,conflict_veto_t0.35_ask55_age180_book0.9,2,20,14,0.7,9,5,0.6428571428571429,-69.0,-0.07120743034055728,False,False
v21,conflict_veto_t0.35_ask55_age180_book0.9,3,20,16,0.8,12,4,0.75,91.0,0.08205590622182146,True,True
v21,conflict_veto_t0.35_ask55_age180_book0.9,4,20,18,0.9,12,6,0.6666666666666666,-34.0,-0.027552674230145867,False,True
v21,conflict_veto_t0.35_ask55_age180_book0.9,5,20,14,0.7,10,4,0.7142857142857143,61.0,0.06496272630457935,True,False
v21,conflict_veto_t0.35_ask55_age180_book0.9,6,20,16,0.8,14,2,0.875,311.0,0.28558310376492196,True,True
v21,conflict_veto_t0.35_ask55_age180_book0.9,7,20,15,0.75,11,4,0.7333333333333333,63.0,0.06075216972034716,True,False
v21,conflict_veto_t0.35_ask55_age180_book0.9,8,20,12,0.6,6,6,0.5,-188.0,-0.23857868020304568,False,False
v21,conflict_veto_t0.35_ask55_age180_book0.9,9,20,16,0.8,14,2,0.875,286.0,0.25673249551166966,True,True
v21,conflict_veto_t0.35_ask55_age180_book0.9,10,20,15,0.75,10,5,0.6666666666666666,-88.0,-0.08088235294117647,False,False
v21,conflict_veto_t0.35_ask55_age180_book0.9,11,1,1,1.0,1,0,1.0,37.0,0.5873015873015873,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.9,0,20,16,0.8,10,6,0.625,55.0,0.0582010582010582,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.9,1,20,14,0.7,10,4,0.7142857142857143,129.0,0.14810562571756603,True,False
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.9,2,20,17,0.85,12,5,0.7058823529411765,135.0,0.1267605633802817,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.9,3,20,15,0.75,12,3,0.8,281.0,0.3057671381936888,True,False
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.9,4,20,14,0.7,7,7,0.5,-118.0,-0.14425427872860636,False,False
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.9,5,20,15,0.75,8,7,0.5333333333333333,-107.0,-0.11797133406835722,False,False
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.9,6,20,16,0.8,13,3,0.8125,313.0,0.3171225937183384,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.9,7,20,12,0.6,10,2,0.8333333333333334,273.0,0.37551581843191195,True,False
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.9,8,20,18,0.9,13,5,0.7222222222222222,172.0,0.1524822695035461,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.9,9,20,16,0.8,12,4,0.75,211.0,0.21334681496461072,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.9,10,20,18,0.9,12,6,0.6666666666666666,102.0,0.09289617486338798,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.9,11,20,11,0.55,7,4,0.6363636363636364,-1.0,-0.0014265335235378032,False,False
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.9,12,20,17,0.85,13,4,0.7647058823529411,298.0,0.29740518962075846,True,True
current,same_reprice_conflict_veto_t0.35_ask55_age180_book0.9,13,20,18,0.9,15,3,0.8333333333333334,272.0,0.22149837133550487,True,True
