chooser,min_score,ask_max,min_seconds_to_close,gate,label,coverage_pass,target_pass,nondegenerate_pass,min_test_accuracy,min_test_coverage,all_markets,all_wins,all_losses,all_base_markets,all_accuracy,all_coverage,all_median_ask,all_median_seconds_to_close,train_markets,train_wins,train_losses,train_base_markets,train_accuracy,train_coverage,train_median_ask,train_median_seconds_to_close,validation_markets,validation_wins,validation_losses,validation_base_markets,validation_accuracy,validation_coverage,validation_median_ask,validation_median_seconds_to_close,holdout_markets,holdout_wins,holdout_losses,holdout_base_markets,holdout_accuracy,holdout_coverage,holdout_median_ask,holdout_median_seconds_to_close
book_p_side,0.95,100.0,60.0,brownian15>=0.55_and_brownian30>=0.55,choose=book_p_side; book_p_side>=0.95; ask<=100; sec_to_close>=60; brownian15>=0.55_and_brownian30>=0.55,True,True,False,0.9818181818181818,0.9016393442622951,274,269,5,307,0.9817518248175182,0.8925081433224755,96.0,284.277,162,159,3,184,0.9814814814814815,0.8804347826086957,96.0,245.40550000000002,55,54,1,61,0.9818181818181818,0.9016393442622951,96.0,320.813,57,56,1,62,0.9824561403508771,0.9193548387096774,96.0,287.06
score_mean_book_rv15_drift5,0.95,100.0,0.0,none,choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.95; ask<=100; sec_to_close>=0,True,True,False,0.9666666666666667,0.9516129032258065,285,279,6,307,0.9789473684210527,0.9283387622149837,97.0,239.112,166,162,4,184,0.9759036144578314,0.9021739130434783,97.0,235.548,60,58,2,61,0.9666666666666667,0.9836065573770492,96.0,300.193,59,59,0,62,1.0,0.9516129032258065,97.0,235.11
score_mean_book_rv15_drift5,0.95,100.0,0.0,adverse15<=10_or_margin_rv15>=0.5,choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.95; ask<=100; sec_to_close>=0; adverse15<=10_or_margin_rv15>=0.5,True,True,False,0.9666666666666667,0.9516129032258065,285,279,6,307,0.9789473684210527,0.9283387622149837,97.0,239.112,166,162,4,184,0.9759036144578314,0.9021739130434783,97.0,235.548,60,58,2,61,0.9666666666666667,0.9836065573770492,96.0,300.193,59,59,0,62,1.0,0.9516129032258065,97.0,235.11
score_mean_book_rv15_drift5,0.95,100.0,0.0,brownian15>=0.55_and_brownian30>=0.55,choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.95; ask<=100; sec_to_close>=0; brownian15>=0.55_and_brownian30>=0.55,True,True,False,0.9666666666666667,0.9516129032258065,285,279,6,307,0.9789473684210527,0.9283387622149837,97.0,239.112,166,162,4,184,0.9759036144578314,0.9021739130434783,97.0,235.548,60,58,2,61,0.9666666666666667,0.9836065573770492,96.0,300.193,59,59,0,62,1.0,0.9516129032258065,97.0,235.11
score_mean_book_rv15_drift5,0.95,100.0,0.0,spread<=4,choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.95; ask<=100; sec_to_close>=0; spread<=4,True,True,False,0.9666666666666667,0.9516129032258065,285,279,6,307,0.9789473684210527,0.9283387622149837,97.0,239.112,166,162,4,184,0.9759036144578314,0.9021739130434783,97.0,235.548,60,58,2,61,0.9666666666666667,0.9836065573770492,96.0,300.193,59,59,0,62,1.0,0.9516129032258065,97.0,235.11
score_mean_book_rv15_drift5,0.95,100.0,0.0,margin_rv15>=0,choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.95; ask<=100; sec_to_close>=0; margin_rv15>=0,True,True,False,0.9666666666666667,0.9516129032258065,285,279,6,307,0.9789473684210527,0.9283387622149837,97.0,239.112,166,162,4,184,0.9759036144578314,0.9021739130434783,97.0,235.548,60,58,2,61,0.9666666666666667,0.9836065573770492,96.0,300.193,59,59,0,62,1.0,0.9516129032258065,97.0,235.11
score_mean_book_rv15,0.9,100.0,0.0,none,choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=100; sec_to_close>=0,True,True,False,0.9666666666666667,0.967741935483871,296,286,10,307,0.9662162162162162,0.9641693811074918,95.0,330.62300000000005,176,168,8,184,0.9545454545454546,0.9565217391304348,94.0,312.0675,60,58,2,61,0.9666666666666667,0.9836065573770492,93.5,373.2305,60,60,0,62,1.0,0.967741935483871,95.5,290.885
score_mean_book_rv15,0.9,100.0,0.0,adverse15<=10_or_margin_rv15>=0.5,choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=100; sec_to_close>=0; adverse15<=10_or_margin_rv15>=0.5,True,True,False,0.9666666666666667,0.967741935483871,296,286,10,307,0.9662162162162162,0.9641693811074918,95.0,330.62300000000005,176,168,8,184,0.9545454545454546,0.9565217391304348,94.0,312.0675,60,58,2,61,0.9666666666666667,0.9836065573770492,93.5,373.2305,60,60,0,62,1.0,0.967741935483871,95.5,290.885
score_mean_book_rv15,0.9,100.0,0.0,brownian15>=0.55_and_brownian30>=0.55,choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=100; sec_to_close>=0; brownian15>=0.55_and_brownian30>=0.55,True,True,False,0.9666666666666667,0.967741935483871,296,286,10,307,0.9662162162162162,0.9641693811074918,95.0,330.62300000000005,176,168,8,184,0.9545454545454546,0.9565217391304348,94.0,312.0675,60,58,2,61,0.9666666666666667,0.9836065573770492,93.5,373.2305,60,60,0,62,1.0,0.967741935483871,95.5,290.885
score_mean_book_rv15,0.9,100.0,0.0,spread<=4,choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=100; sec_to_close>=0; spread<=4,True,True,False,0.9666666666666667,0.967741935483871,296,286,10,307,0.9662162162162162,0.9641693811074918,95.0,330.62300000000005,176,168,8,184,0.9545454545454546,0.9565217391304348,94.0,312.0675,60,58,2,61,0.9666666666666667,0.9836065573770492,93.5,373.2305,60,60,0,62,1.0,0.967741935483871,95.5,290.885
score_mean_book_rv15,0.9,100.0,0.0,margin_rv15>=0,choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=100; sec_to_close>=0; margin_rv15>=0,True,True,False,0.9666666666666667,0.967741935483871,296,286,10,307,0.9662162162162162,0.9641693811074918,95.0,330.62300000000005,176,168,8,184,0.9545454545454546,0.9565217391304348,94.0,312.0675,60,58,2,61,0.9666666666666667,0.9836065573770492,93.5,373.2305,60,60,0,62,1.0,0.967741935483871,95.5,290.885
brownian_p_rv_15m,0.95,100.0,0.0,none,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.95; ask<=100; sec_to_close>=0,True,True,False,0.9666666666666667,0.9516129032258065,287,279,8,307,0.9721254355400697,0.9348534201954397,98.0,229.836,168,163,5,184,0.9702380952380952,0.9130434782608695,97.0,216.08350000000002,60,58,2,61,0.9666666666666667,0.9836065573770492,96.5,254.7105,59,58,1,62,0.9830508474576272,0.9516129032258065,99.0,225.303
brownian_p_rv_15m,0.95,100.0,0.0,adverse15<=10_or_margin_rv15>=0.5,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.95; ask<=100; sec_to_close>=0; adverse15<=10_or_margin_rv15>=0.5,True,True,False,0.9666666666666667,0.9516129032258065,287,279,8,307,0.9721254355400697,0.9348534201954397,98.0,229.836,168,163,5,184,0.9702380952380952,0.9130434782608695,97.0,216.08350000000002,60,58,2,61,0.9666666666666667,0.9836065573770492,96.5,254.7105,59,58,1,62,0.9830508474576272,0.9516129032258065,99.0,225.303
brownian_p_rv_15m,0.95,100.0,0.0,brownian15>=0.55_and_brownian30>=0.55,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.95; ask<=100; sec_to_close>=0; brownian15>=0.55_and_brownian30>=0.55,True,True,False,0.9666666666666667,0.9516129032258065,287,279,8,307,0.9721254355400697,0.9348534201954397,98.0,229.836,168,163,5,184,0.9702380952380952,0.9130434782608695,97.0,216.08350000000002,60,58,2,61,0.9666666666666667,0.9836065573770492,96.5,254.7105,59,58,1,62,0.9830508474576272,0.9516129032258065,99.0,225.303
brownian_p_rv_15m,0.95,100.0,0.0,spread<=4,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.95; ask<=100; sec_to_close>=0; spread<=4,True,True,False,0.9666666666666667,0.9516129032258065,287,279,8,307,0.9721254355400697,0.9348534201954397,98.0,229.836,168,163,5,184,0.9702380952380952,0.9130434782608695,97.0,216.08350000000002,60,58,2,61,0.9666666666666667,0.9836065573770492,96.5,254.7105,59,58,1,62,0.9830508474576272,0.9516129032258065,99.0,225.303
brownian_p_rv_15m,0.95,100.0,0.0,margin_rv15>=0,choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.95; ask<=100; sec_to_close>=0; margin_rv15>=0,True,True,False,0.9666666666666667,0.9516129032258065,287,279,8,307,0.9721254355400697,0.9348534201954397,98.0,229.836,168,163,5,184,0.9702380952380952,0.9130434782608695,97.0,216.08350000000002,60,58,2,61,0.9666666666666667,0.9836065573770492,96.5,254.7105,59,58,1,62,0.9830508474576272,0.9516129032258065,99.0,225.303
score_regime_blend,0.95,100.0,0.0,none,choose=score_regime_blend; score_regime_blend>=0.95; ask<=100; sec_to_close>=0,True,True,False,0.9661016949152542,0.9516129032258065,285,280,5,307,0.9824561403508771,0.9283387622149837,97.0,235.11,167,164,3,184,0.9820359281437125,0.907608695652174,97.0,231.825,59,57,2,61,0.9661016949152542,0.9672131147540983,96.0,294.534,59,59,0,62,1.0,0.9516129032258065,98.0,233.673
score_regime_blend,0.95,100.0,0.0,adverse15<=10_or_margin_rv15>=0.5,choose=score_regime_blend; score_regime_blend>=0.95; ask<=100; sec_to_close>=0; adverse15<=10_or_margin_rv15>=0.5,True,True,False,0.9661016949152542,0.9516129032258065,285,280,5,307,0.9824561403508771,0.9283387622149837,97.0,235.11,167,164,3,184,0.9820359281437125,0.907608695652174,97.0,231.825,59,57,2,61,0.9661016949152542,0.9672131147540983,96.0,294.534,59,59,0,62,1.0,0.9516129032258065,98.0,233.673
score_regime_blend,0.95,100.0,0.0,brownian15>=0.55_and_brownian30>=0.55,choose=score_regime_blend; score_regime_blend>=0.95; ask<=100; sec_to_close>=0; brownian15>=0.55_and_brownian30>=0.55,True,True,False,0.9661016949152542,0.9516129032258065,285,280,5,307,0.9824561403508771,0.9283387622149837,97.0,235.11,167,164,3,184,0.9820359281437125,0.907608695652174,97.0,231.825,59,57,2,61,0.9661016949152542,0.9672131147540983,96.0,294.534,59,59,0,62,1.0,0.9516129032258065,98.0,233.673
score_regime_blend,0.95,100.0,0.0,spread<=4,choose=score_regime_blend; score_regime_blend>=0.95; ask<=100; sec_to_close>=0; spread<=4,True,True,False,0.9661016949152542,0.9516129032258065,285,280,5,307,0.9824561403508771,0.9283387622149837,97.0,235.11,167,164,3,184,0.9820359281437125,0.907608695652174,97.0,231.825,59,57,2,61,0.9661016949152542,0.9672131147540983,96.0,294.534,59,59,0,62,1.0,0.9516129032258065,98.0,233.673
score_regime_blend,0.95,100.0,0.0,margin_rv15>=0,choose=score_regime_blend; score_regime_blend>=0.95; ask<=100; sec_to_close>=0; margin_rv15>=0,True,True,False,0.9661016949152542,0.9516129032258065,285,280,5,307,0.9824561403508771,0.9283387622149837,97.0,235.11,167,164,3,184,0.9820359281437125,0.907608695652174,97.0,231.825,59,57,2,61,0.9661016949152542,0.9672131147540983,96.0,294.534,59,59,0,62,1.0,0.9516129032258065,98.0,233.673
score_mean_book_rv15,0.95,100.0,0.0,none,choose=score_mean_book_rv15; score_mean_book_rv15>=0.95; ask<=100; sec_to_close>=0,True,True,False,0.9661016949152542,0.9516129032258065,284,279,5,307,0.9823943661971831,0.9250814332247557,98.0,223.236,166,163,3,184,0.9819277108433735,0.9021739130434783,98.0,215.54,59,57,2,61,0.9661016949152542,0.9672131147540983,97.0,261.303,59,59,0,62,1.0,0.9516129032258065,98.0,225.303
score_mean_book_rv15,0.95,100.0,0.0,adverse15<=10_or_margin_rv15>=0.5,choose=score_mean_book_rv15; score_mean_book_rv15>=0.95; ask<=100; sec_to_close>=0; adverse15<=10_or_margin_rv15>=0.5,True,True,False,0.9661016949152542,0.9516129032258065,284,279,5,307,0.9823943661971831,0.9250814332247557,98.0,223.236,166,163,3,184,0.9819277108433735,0.9021739130434783,98.0,215.54,59,57,2,61,0.9661016949152542,0.9672131147540983,97.0,261.303,59,59,0,62,1.0,0.9516129032258065,98.0,225.303
score_mean_book_rv15,0.95,100.0,0.0,brownian15>=0.55_and_brownian30>=0.55,choose=score_mean_book_rv15; score_mean_book_rv15>=0.95; ask<=100; sec_to_close>=0; brownian15>=0.55_and_brownian30>=0.55,True,True,False,0.9661016949152542,0.9516129032258065,284,279,5,307,0.9823943661971831,0.9250814332247557,98.0,223.236,166,163,3,184,0.9819277108433735,0.9021739130434783,98.0,215.54,59,57,2,61,0.9661016949152542,0.9672131147540983,97.0,261.303,59,59,0,62,1.0,0.9516129032258065,98.0,225.303
score_mean_book_rv15,0.95,100.0,0.0,spread<=4,choose=score_mean_book_rv15; score_mean_book_rv15>=0.95; ask<=100; sec_to_close>=0; spread<=4,True,True,False,0.9661016949152542,0.9516129032258065,284,279,5,307,0.9823943661971831,0.9250814332247557,98.0,223.236,166,163,3,184,0.9819277108433735,0.9021739130434783,98.0,215.54,59,57,2,61,0.9661016949152542,0.9672131147540983,97.0,261.303,59,59,0,62,1.0,0.9516129032258065,98.0,225.303
score_mean_book_rv15,0.95,100.0,0.0,margin_rv15>=0,choose=score_mean_book_rv15; score_mean_book_rv15>=0.95; ask<=100; sec_to_close>=0; margin_rv15>=0,True,True,False,0.9661016949152542,0.9516129032258065,284,279,5,307,0.9823943661971831,0.9250814332247557,98.0,223.236,166,163,3,184,0.9819277108433735,0.9021739130434783,98.0,215.54,59,57,2,61,0.9661016949152542,0.9672131147540983,97.0,261.303,59,59,0,62,1.0,0.9516129032258065,98.0,225.303
score_min_book_rv15,0.9,100.0,0.0,none,choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec_to_close>=0,True,True,False,0.9661016949152542,0.9672131147540983,289,283,6,307,0.9792387543252595,0.9413680781758957,96.0,273.768,170,166,4,184,0.9764705882352941,0.9239130434782609,96.0,238.4085,59,57,2,61,0.9661016949152542,0.9672131147540983,95.0,342.674,60,60,0,62,1.0,0.967741935483871,97.0,237.20350000000002
score_min_book_rv15,0.9,100.0,0.0,adverse15<=10_or_margin_rv15>=0.5,choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec_to_close>=0; adverse15<=10_or_margin_rv15>=0.5,True,True,False,0.9661016949152542,0.9672131147540983,289,283,6,307,0.9792387543252595,0.9413680781758957,96.0,273.768,170,166,4,184,0.9764705882352941,0.9239130434782609,96.0,238.4085,59,57,2,61,0.9661016949152542,0.9672131147540983,95.0,342.674,60,60,0,62,1.0,0.967741935483871,97.0,237.20350000000002
score_min_book_rv15,0.9,100.0,0.0,brownian15>=0.55_and_brownian30>=0.55,choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec_to_close>=0; brownian15>=0.55_and_brownian30>=0.55,True,True,False,0.9661016949152542,0.9672131147540983,289,283,6,307,0.9792387543252595,0.9413680781758957,96.0,273.768,170,166,4,184,0.9764705882352941,0.9239130434782609,96.0,238.4085,59,57,2,61,0.9661016949152542,0.9672131147540983,95.0,342.674,60,60,0,62,1.0,0.967741935483871,97.0,237.20350000000002
score_min_book_rv15,0.9,100.0,0.0,spread<=4,choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec_to_close>=0; spread<=4,True,True,False,0.9661016949152542,0.9672131147540983,289,283,6,307,0.9792387543252595,0.9413680781758957,96.0,273.768,170,166,4,184,0.9764705882352941,0.9239130434782609,96.0,238.4085,59,57,2,61,0.9661016949152542,0.9672131147540983,95.0,342.674,60,60,0,62,1.0,0.967741935483871,97.0,237.20350000000002
score_min_book_rv15,0.9,100.0,0.0,margin_rv15>=0,choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=100; sec_to_close>=0; margin_rv15>=0,True,True,False,0.9661016949152542,0.9672131147540983,289,283,6,307,0.9792387543252595,0.9413680781758957,96.0,273.768,170,166,4,184,0.9764705882352941,0.9239130434782609,96.0,238.4085,59,57,2,61,0.9661016949152542,0.9672131147540983,95.0,342.674,60,60,0,62,1.0,0.967741935483871,97.0,237.20350000000002
score_mean_book_rv15,0.9,100.0,60.0,none,choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=100; sec_to_close>=60,True,True,False,0.9629629629629629,0.8709677419354839,263,254,9,307,0.9657794676806084,0.8566775244299675,94.0,353.985,155,148,7,184,0.9548387096774194,0.842391304347826,94.0,350.849,54,52,2,61,0.9629629629629629,0.8852459016393442,93.0,409.7355,54,54,0,62,1.0,0.8709677419354839,95.0,341.656
score_mean_book_rv15,0.9,100.0,60.0,adverse15<=10_or_margin_rv15>=0.5,choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=100; sec_to_close>=60; adverse15<=10_or_margin_rv15>=0.5,True,True,False,0.9629629629629629,0.8709677419354839,263,254,9,307,0.9657794676806084,0.8566775244299675,94.0,353.985,155,148,7,184,0.9548387096774194,0.842391304347826,94.0,350.849,54,52,2,61,0.9629629629629629,0.8852459016393442,93.0,409.7355,54,54,0,62,1.0,0.8709677419354839,95.0,341.656
score_mean_book_rv15,0.9,100.0,60.0,brownian15>=0.55_and_brownian30>=0.55,choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=100; sec_to_close>=60; brownian15>=0.55_and_brownian30>=0.55,True,True,False,0.9629629629629629,0.8709677419354839,263,254,9,307,0.9657794676806084,0.8566775244299675,94.0,353.985,155,148,7,184,0.9548387096774194,0.842391304347826,94.0,350.849,54,52,2,61,0.9629629629629629,0.8852459016393442,93.0,409.7355,54,54,0,62,1.0,0.8709677419354839,95.0,341.656
score_mean_book_rv15,0.9,100.0,60.0,spread<=4,choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=100; sec_to_close>=60; spread<=4,True,True,False,0.9629629629629629,0.8709677419354839,263,254,9,307,0.9657794676806084,0.8566775244299675,94.0,353.985,155,148,7,184,0.9548387096774194,0.842391304347826,94.0,350.849,54,52,2,61,0.9629629629629629,0.8852459016393442,93.0,409.7355,54,54,0,62,1.0,0.8709677419354839,95.0,341.656
score_mean_book_rv15,0.9,100.0,60.0,margin_rv15>=0,choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=100; sec_to_close>=60; margin_rv15>=0,True,True,False,0.9629629629629629,0.8709677419354839,263,254,9,307,0.9657794676806084,0.8566775244299675,94.0,353.985,155,148,7,184,0.9548387096774194,0.842391304347826,94.0,350.849,54,52,2,61,0.9629629629629629,0.8852459016393442,93.0,409.7355,54,54,0,62,1.0,0.8709677419354839,95.0,341.656
book_p_side,0.9,100.0,0.0,none,choose=book_p_side; book_p_side>=0.9; ask<=100; sec_to_close>=0,True,False,False,0.9672131147540983,1.0,307,290,17,307,0.9446254071661238,1.0,92.0,359.52,184,171,13,184,0.9293478260869565,1.0,92.0,349.174,61,59,2,61,0.9672131147540983,1.0,92.0,396.433,62,60,2,62,0.967741935483871,1.0,91.5,356.744
book_p_side,0.9,100.0,0.0,spread<=4,choose=book_p_side; book_p_side>=0.9; ask<=100; sec_to_close>=0; spread<=4,True,False,False,0.9672131147540983,1.0,307,290,17,307,0.9446254071661238,1.0,92.0,359.52,184,171,13,184,0.9293478260869565,1.0,92.0,349.174,61,59,2,61,0.9672131147540983,1.0,92.0,396.433,62,60,2,62,0.967741935483871,1.0,91.5,356.744
book_p_side,0.9,100.0,0.0,adverse15<=10_or_margin_rv15>=0.5,choose=book_p_side; book_p_side>=0.9; ask<=100; sec_to_close>=0; adverse15<=10_or_margin_rv15>=0.5,True,False,False,0.9672131147540983,0.9838709677419355,304,287,17,307,0.944078947368421,0.990228013029316,92.0,360.26599999999996,182,169,13,184,0.9285714285714286,0.9891304347826086,92.0,356.877,61,59,2,61,0.9672131147540983,1.0,92.0,396.433,61,59,2,62,0.9672131147540983,0.9838709677419355,92.0,353.968
score_regime_blend,0.9,100.0,0.0,none,choose=score_regime_blend; score_regime_blend>=0.9; ask<=100; sec_to_close>=0,True,False,False,0.9666666666666667,0.967741935483871,298,286,12,307,0.959731543624161,0.9706840390879479,93.0,353.77250000000004,178,168,10,184,0.9438202247191011,0.967391304347826,93.0,352.972,60,58,2,61,0.9666666666666667,0.9836065573770492,92.5,393.06399999999996,60,60,0,62,1.0,0.967741935483871,93.0,322.255
